N,P,K,temperature,humidity,ph,rainfall,label
41,42,115,18.086309,42.307286,6.752257,405.705581,Uzum
60,42,97,21.668334,43.992135,7.102361,398.786112,Uzum
53,44,120,21.904828,53.158459,6.106873,524.668637,Kiraz
58,38,71,16.770402,56.655919,7.274192,624.963138,Kiraz
63,37,98,21.80526,55.111284,6.070377,511.79792,Kiraz
71,26,80,16.999554,49.395787,6.959487,542.23436,Kiraz
63,38,76,19.513346,47.121765,6.435988,504.59977,Kiraz
77,30,77,19.635807,57.012025,7.107482,545.874116,Kiraz
52,38,114,19.020525,54.528071,7.237925,668.588401,Kiraz
64,32,102,15.596901,58.277794,6.384024,639.048457,Kiraz
60,35,107,15.81852,54.068311,7.490263,694.287742,Kiraz
85,27,94,17.656775,57.377006,6.896595,588.00533,Kiraz
82,43,83,16.553458,51.268228,6.283834,585.706211,Kiraz
81,26,103,17.40193,59.476364,6.990993,621.860332,Kiraz
63,43,97,17.43337,51.465371,7.093006,657.191119,Kiraz
68,43,119,20.578894,45.783781,6.430225,602.825366,Kiraz
64,41,71,20.612248,51.518287,6.624287,574.43566,Kiraz
61,30,103,21.499543,45.75121,7.413555,660.559684,Kiraz
88,37,111,21.365406,51.032293,7.038195,691.088123,Kiraz
66,38,90,21.612773,57.818019,6.904099,641.776079,Kiraz
71,28,115,15.365014,51.069425,7.287335,681.212059,Kiraz
84,37,108,18.204373,52.537711,7.458282,669.078474,Kiraz
85,44,115,20.785319,45.95222,7.20589,549.004238,Kiraz
66,25,100,21.030676,48.786135,6.771415,565.935255,Kiraz
57,26,99,17.256173,47.398692,6.541592,545.814668,Kiraz
72,39,94,20.987382,59.627739,7.477203,688.166001,Kiraz
66,35,74,20.098032,47.392892,6.420901,665.954677,Kiraz
77,37,119,17.336011,49.6197,6.520686,560.547197,Kiraz
52,33,117,17.453189,45.388001,6.641991,521.48675,Kiraz
82,28,93,18.993786,48.084681,6.220599,531.768338,Kiraz
85,32,89,15.235575,55.49153,6.740573,535.505364,Kiraz
58,29,77,17.308921,46.902929,6.097297,616.326254,Kiraz
65,31,117,16.398818,56.388686,6.479852,647.415754,Kiraz
87,40,113,17.075803,52.357309,7.152087,545.965974,Kiraz
61,36,106,19.454427,47.251287,6.817046,579.017177,Kiraz
77,45,88,20.991917,47.130616,6.92556,610.487002,Kiraz
89,39,94,21.378383,55.070196,6.413358,650.282111,Kiraz
57,26,75,21.376466,56.081439,6.788413,518.014649,Kiraz
73,37,104,16.251833,55.172562,6.662192,684.767629,Kiraz
68,44,103,17.052457,49.114945,7.018313,655.175172,Kiraz
63,45,101,16.258894,52.380029,6.446945,600.458404,Kiraz
80,41,107,17.922234,49.780316,6.574047,632.300628,Kiraz
63,27,103,16.700759,57.354311,6.520355,540.106709,Kiraz
70,33,100,18.396986,54.272222,7.120467,606.956077,Kiraz
87,31,120,15.186339,52.731392,6.855656,628.058427,Kiraz
50,30,92,21.647195,53.826274,6.71152,631.380639,Kiraz
55,42,81,21.845832,54.497597,6.998747,554.357261,Kiraz
70,37,114,18.78813,53.794745,6.812779,566.466581,Kiraz
61,31,70,20.946765,54.872415,7.477157,586.790883,Kiraz
72,27,114,20.135046,59.533602,6.431482,661.749011,Kiraz
60,35,111,19.615074,54.973286,7.145519,570.859132,Kiraz
77,36,73,16.272592,52.598713,6.742652,584.953684,Kiraz
50,44,111,18.733688,45.460333,7.254702,558.948534,Kiraz
80,39,92,20.074524,45.366395,6.009476,665.778193,Kiraz
58,44,113,17.835707,48.870084,7.484919,660.474803,Kiraz
88,30,101,19.652144,47.216613,6.472538,510.489559,Kiraz
68,34,81,20.914303,55.928077,6.140685,664.226928,Kiraz
85,36,86,16.894855,55.551668,7.266278,650.113689,Kiraz
89,45,101,16.897869,46.256961,6.078089,638.258948,Kiraz
86,29,100,20.758661,53.845966,6.451675,608.193624,Kiraz
57,35,87,17.088148,45.063724,6.206706,567.41756,Kiraz
54,44,86,19.398252,48.744557,7.34704,613.565467,Kiraz
66,39,85,18.857803,58.039191,7.242221,512.173621,Kiraz
60,38,92,19.989017,57.075162,6.098475,570.611406,Kiraz
83,42,97,16.580094,55.704313,6.925203,648.860136,Kiraz
87,33,93,19.297492,58.759036,6.765438,625.019558,Kiraz
64,26,81,20.573862,58.574654,6.222417,590.441768,Kiraz
78,32,95,15.956833,49.82423,6.178701,589.925,Kiraz
56,33,74,20.222906,49.085931,6.846929,652.991184,Kiraz
89,30,113,16.286333,57.833709,7.087947,561.81563,Kiraz
80,36,91,21.028922,47.454527,6.763126,528.027991,Kiraz
54,36,95,19.425085,57.172236,6.587672,513.307428,Kiraz
90,31,97,15.545393,53.270495,6.85155,583.677628,Kiraz
67,30,73,17.947992,50.59055,6.785693,687.95835,Kiraz
68,36,74,17.497978,54.755511,7.254279,566.918699,Kiraz
63,34,86,15.070655,57.63472,7.262166,626.616859,Kiraz
72,45,96,19.340315,47.629245,7.039555,600.607835,Kiraz
56,27,110,20.628351,47.315474,6.536636,618.584914,Kiraz
78,27,92,20.760273,52.903057,6.100439,521.472708,Kiraz
60,31,93,18.092355,49.780759,7.330682,544.695613,Kiraz
50,39,71,15.768444,57.297329,7.306229,607.029187,Kiraz
68,29,76,18.313833,51.314287,6.618467,593.505563,Kiraz
72,40,68,18.201394,40.977444,6.527016,576.530369,Kayisi
82,46,86,20.215226,42.80421,7.683492,519.986069,Kayisi
59,32,70,16.779601,54.33011,6.709105,554.130583,Kayisi
55,35,69,17.666291,48.323685,6.669372,406.215283,Kayisi
62,37,87,19.942878,46.284983,7.878125,450.031841,Kayisi
74,34,72,19.844552,48.980951,7.791927,583.095143,Kayisi
56,47,89,21.936082,43.525456,6.649046,586.155869,Kayisi
57,45,103,20.88872,44.421113,6.901644,405.695318,Kayisi
85,39,95,21.813948,48.92559,7.876222,416.693075,Kayisi
63,41,82,16.739872,49.740417,7.856063,457.095182,Kayisi
59,48,81,17.5952,45.780398,7.911805,443.975428,Kayisi
58,43,75,17.247752,41.847447,7.281598,531.579715,Kayisi
78,44,105,20.468665,52.933282,7.50152,504.984468,Kayisi
45,40,79,16.935847,54.324376,7.585342,598.896653,Kayisi
81,50,86,16.652425,46.969412,6.926117,458.418841,Kayisi
45,48,70,19.832149,48.504425,6.769211,566.603689,Kayisi
77,38,69,19.711471,49.486848,6.651877,549.98803,Kayisi
51,49,79,20.910908,53.490062,7.20294,464.477464,Kayisi
57,40,96,18.373097,46.546195,6.53121,443.174465,Kayisi
46,34,69,16.674645,43.850713,7.118815,428.933525,Kayisi
56,39,70,21.558301,42.5424,7.227609,466.813167,Kayisi
79,50,88,16.543738,54.567587,6.678796,462.158319,Kayisi
62,40,79,16.761191,40.864449,6.519659,541.081588,Kayisi
56,32,85,16.362729,42.20546,6.520435,437.186449,Kayisi
61,44,91,16.758001,40.53644,7.687434,405.610014,Kayisi
50,50,66,18.957038,41.388484,6.775926,588.963235,Kayisi
77,41,70,18.781519,50.533505,7.295014,488.159481,Kayisi
79,34,109,16.262355,47.918966,7.251176,414.656317,Kayisi
69,43,106,19.87648,51.596299,7.502366,497.691058,Kayisi
82,36,95,18.373101,54.354616,7.958249,464.16907,Kayisi
79,47,71,19.733426,45.552391,7.399597,513.709951,Kayisi
85,41,88,18.624067,48.649557,7.490817,530.176527,Kayisi
71,50,68,20.292274,52.440578,6.608278,421.60967,Kayisi
58,35,88,19.245736,42.439242,7.99809,582.803564,Kayisi
63,47,100,16.718407,53.219279,6.917358,563.703113,Kayisi
59,30,90,18.767203,54.918743,7.998027,403.982356,Kayisi
66,49,96,21.425703,46.223637,7.760508,434.91302,Kayisi
71,33,86,20.458542,51.911818,7.187035,528.221666,Kayisi
59,45,95,19.140028,46.814547,6.990617,564.111227,Kayisi
46,47,74,18.427119,48.706394,6.796615,589.20739,Kayisi
68,47,97,18.925319,40.544773,7.55036,559.012273,Kayisi
77,32,76,20.149803,48.274247,7.642978,478.183747,Kayisi
74,32,86,17.377251,53.983685,6.602065,546.737269,Kayisi
45,48,94,21.518474,49.183342,7.046515,553.221378,Kayisi
50,35,93,20.239884,50.587223,7.756475,409.587429,Kayisi
49,32,95,21.820924,54.49087,7.375504,552.223047,Kayisi
77,43,77,20.664214,41.937079,7.669618,597.835847,Kayisi
74,47,73,21.272479,52.438151,6.960586,404.640044,Kayisi
76,41,71,17.708625,47.364863,6.960797,580.78467,Kayisi
51,39,108,20.995645,40.909406,7.489633,467.829177,Kayisi
79,40,73,18.831257,40.420604,7.405119,557.367958,Kayisi
64,36,108,20.027849,47.40615,7.709906,535.774585,Kayisi
48,34,104,16.21891,54.069228,6.898233,576.675561,Kayisi
74,34,85,20.158355,46.759052,6.746887,579.20712,Kayisi
49,36,108,17.620908,46.46803,7.896409,545.239833,Kayisi
45,47,80,18.150535,52.499477,6.955299,466.298844,Kayisi
74,41,110,19.012494,51.089004,7.668112,513.522337,Kayisi
72,42,67,19.274545,43.000182,6.827439,459.695626,Kayisi
60,42,72,16.939912,41.558346,7.663252,475.347166,Kayisi
47,46,106,19.76336,40.736142,7.195784,444.772951,Kayisi
83,36,80,21.781299,46.664159,7.666681,484.993713,Kayisi
67,44,100,19.451456,43.199628,7.577945,520.177015,Kayisi
82,40,101,20.512779,49.929591,7.702556,515.032378,Kayisi
46,43,110,19.372557,50.494712,7.04202,569.115241,Kayisi
53,45,96,18.924071,47.93648,7.614407,543.518992,Kayisi
60,34,65,16.12136,41.723075,7.612865,449.419671,Kayisi
57,40,69,17.197563,47.403829,7.989905,489.223532,Kayisi
50,32,99,16.444484,49.664179,7.373047,459.584479,Kayisi
59,37,101,17.354555,45.435161,6.813837,419.40754,Kayisi
50,44,72,17.071183,46.270735,7.775176,579.565947,Kayisi
62,36,109,20.385948,53.213651,6.798182,466.936585,Kayisi
73,33,76,18.816818,47.223608,7.522595,580.445938,Kayisi
61,31,110,18.187319,54.700222,6.854937,440.285689,Kayisi
83,46,86,20.81892,51.767691,7.029706,569.126828,Kayisi
57,49,95,19.840189,42.283824,7.272735,450.178119,Kayisi
48,31,107,20.889471,48.581205,6.657377,431.882733,Kayisi
74,41,76,17.022216,49.560679,6.926997,425.620935,Kayisi
65,37,97,20.511097,43.822653,7.54745,561.842264,Kayisi
77,32,83,18.258282,53.864031,7.14251,464.842302,Kayisi
49,40,71,20.166878,54.986213,6.719709,478.015887,Kayisi
0,111,11,34.082685,95.801139,1.861425,127,YETISMEZ
173,110,1,33.62262,89.498216,9.934949,827,YETISMEZ
2,15,12,34.396581,86.616306,8.847104,236,YETISMEZ
184,22,160,35.388763,74.639228,9.961405,62,YETISMEZ
2,119,0,28.818696,4.756642,9.507838,875,YETISMEZ
0,109,141,33.4395,9.094631,9.572037,131,YETISMEZ
3,103,6,39.631272,9.04425,9.338162,1183,YETISMEZ
199,3,0,3.873743,91.634189,9.191533,280,YETISMEZ
0,16,5,33.820371,8.684226,9.646771,220,YETISMEZ
192,109,178,30.965182,73.758911,9.386921,1051,YETISMEZ
194,110,1,30.387403,95.776121,1.921329,864,YETISMEZ
178,8,197,38.678806,3.343054,9.362231,119,YETISMEZ
154,19,7,30.458739,2.967592,9.926961,57,YETISMEZ
196,20,14,37.471255,4.904713,8.885837,832,YETISMEZ
166,120,169,38.108419,85.055192,1.097042,1149,YETISMEZ
2,113,5,12.855598,73.896218,4.390267,278,YETISMEZ
3,10,11,39.068485,4.666977,1.892674,898,YETISMEZ
2,101,8,37.82589,5.049855,3.183527,938,YETISMEZ
2,94,145,39.49479,81.275296,9.347823,866,YETISMEZ
1,96,5,0.563825,2.235403,9.614806,1017,YETISMEZ
3,7,11,28.979521,89.135521,4.6193,175,YETISMEZ
178,113,1,29.703054,97.442775,9.561716,157,YETISMEZ
3,119,2,35.963672,86.570939,8.716053,905,YETISMEZ
0,3,180,12.537437,73.492971,3.326378,1052,YETISMEZ
3,94,170,11.402282,5.370521,4.015247,1046,YETISMEZ
2,8,11,37.673993,95.541962,9.887077,1134,YETISMEZ
2,13,195,32.079811,93.845364,4.572406,55,YETISMEZ
163,118,189,32.605137,5.152486,9.055213,278,YETISMEZ
153,111,9,36.922439,8.596918,8.767743,834,YETISMEZ
2,98,162,37.99305,83.15146,9.433179,885,YETISMEZ
3,106,154,12.68319,2.679601,1.874088,104,YETISMEZ
193,96,178,7.354198,10.607709,9.386382,158,YETISMEZ
2,12,11,4.4062,94.542322,1.53148,1056,YETISMEZ
167,7,1,1.365971,99.471536,2.137088,183,YETISMEZ
159,22,11,31.159074,72.750344,2.594597,1118,YETISMEZ
1,95,164,35.601408,2.922837,3.81809,147,YETISMEZ
168,91,159,35.907345,3.868845,9.018189,1021,YETISMEZ
0,11,144,10.055217,1.951489,9.169583,180,YETISMEZ
169,91,154,9.554234,0.285579,8.965033,811,YETISMEZ
0,12,5,28.952876,81.645528,9.141562,943,YETISMEZ
189,108,185,12.865695,78.077736,8.832859,908,YETISMEZ
161,91,162,36.376608,71.127754,3.137377,1118,YETISMEZ
1,113,180,2.157319,99.730659,9.152399,251,YETISMEZ
1,2,147,9.879239,1.455236,9.56061,1065,YETISMEZ
1,110,3,10.134469,75.817505,8.77625,57,YETISMEZ
1,11,181,30.017029,2.765166,9.438305,1125,YETISMEZ
2,10,141,3.521232,12.782744,2.790126,103,YETISMEZ
2,110,1,35.882846,95.810883,1.12595,1023,YETISMEZ
3,17,169,30.459363,9.546018,4.395462,844,YETISMEZ
2,94,192,8.328364,14.269082,1.532468,193,YETISMEZ
179,1,158,29.447588,88.104954,8.75656,830,YETISMEZ
3,118,186,36.015471,92.666717,8.758666,233,YETISMEZ
3,91,190,34.668676,76.251399,9.605513,73,YETISMEZ
190,106,190,11.275789,92.949601,9.726948,29,YETISMEZ
166,0,161,10.188974,5.131431,9.147929,244,YETISMEZ
3,18,190,35.777364,4.920277,0.779077,1112,YETISMEZ
3,103,162,1.594802,6.072512,2.064243,134,YETISMEZ
188,22,187,33.076614,1.444871,3.918068,1072,YETISMEZ
177,5,197,3.55665,9.681562,8.85609,1096,YETISMEZ
196,10,13,32.327128,5.475089,3.960729,222,YETISMEZ
154,110,14,35.695906,7.779251,1.442049,1172,YETISMEZ
1,8,2,34.409301,10.684868,2.967325,247,YETISMEZ
182,117,194,8.791485,12.359598,2.673561,261,YETISMEZ
1,8,6,36.488539,4.723379,8.845444,964,YETISMEZ
0,18,8,6.829181,14.052718,9.992475,827,YETISMEZ
163,19,4,7.684098,6.133159,9.69523,949,YETISMEZ
188,17,14,3.092682,5.224865,4.527094,172,YETISMEZ
1,16,0,31.795411,10.819066,9.22761,887,YETISMEZ
1,102,151,0.666667,95.116569,9.134624,149,YETISMEZ
2,20,12,29.032587,96.242724,4.224495,1034,YETISMEZ
175,24,143,11.997889,88.136468,9.7513,92,YETISMEZ
0,99,195,7.71272,76.531398,1.817711,1124,YETISMEZ
158,117,148,39.457584,2.560709,4.943397,276,YETISMEZ
185,15,4,28.707206,11.9424,9.705546,1090,YETISMEZ
2,107,2,10.422352,87.054401,2.286824,978,YETISMEZ
1,114,186,5.155949,73.648035,0.796901,818,YETISMEZ
175,7,187,30.646408,14.577422,4.64966,836,YETISMEZ
190,105,6,2.002683,7.553875,9.311006,815,YETISMEZ
2,13,169,9.542226,93.797828,2.658633,65,YETISMEZ
193,2,2,2.813783,2.640399,0.067203,1105,YETISMEZ
